date,location_name,location,cases,cases_available,seq_available,seq_voc,seq_total,share_voc
2021-05-08,Austria,AT,9565,2021-05-08,2021-10-06,2,181,0.0110497237569061
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-06,1,432,0.00231481481481482
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-12,1,432,0.00231481481481482
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-15,1,432,0.00231481481481482
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-19,1,432,0.00231481481481482
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-20,1,433,0.0023094688221709
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-23,1,433,0.0023094688221709
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-26,1,434,0.00230414746543779
2021-05-15,Austria,AT,6374,2021-05-15,2021-07-29,1,434,0.00230414746543779
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-04,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-07,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-12,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-16,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-19,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-24,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-27,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-08-31,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-02,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-08,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-09,1,436,0.00229357798165138
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-13,1,438,0.00228310502283105
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-16,1,438,0.00228310502283105
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-23,1,438,0.00228310502283105
2021-05-15,Austria,AT,6374,2021-05-15,2021-09-25,1,438,0.00228310502283105
2021-05-15,Austria,AT,6374,2021-05-15,2021-10-01,1,438,0.00228310502283105
2021-05-15,Austria,AT,6374,2021-05-15,2021-10-06,1,438,0.00228310502283105
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-06,2,234,0.00854700854700855
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-12,2,234,0.00854700854700855
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-15,2,235,0.00851063829787234
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-19,2,235,0.00851063829787234
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-20,2,235,0.00851063829787234
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-23,2,235,0.00851063829787234
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-26,2,236,0.00847457627118644
2021-05-22,Austria,AT,4452,2021-05-22,2021-07-29,2,236,0.00847457627118644
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-04,2,238,0.00840336134453782
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-07,2,238,0.00840336134453782
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-12,2,238,0.00840336134453782
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-16,2,238,0.00840336134453782
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-19,2,238,0.00840336134453782
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-24,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-27,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-08-31,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-02,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-08,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-09,4,240,0.0166666666666667
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-13,4,242,0.0165289256198347
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-16,4,242,0.0165289256198347
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-23,4,242,0.0165289256198347
2021-05-22,Austria,AT,4452,2021-05-22,2021-09-25,4,242,0.0165289256198347
2021-05-22,Austria,AT,4452,2021-05-22,2021-10-01,4,242,0.0165289256198347
2021-05-22,Austria,AT,4452,2021-05-22,2021-10-06,4,242,0.0165289256198347
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-06,7,137,0.0510948905109489
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-12,7,137,0.0510948905109489
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-15,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-19,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-20,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-23,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-26,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-07-29,7,142,0.0492957746478873
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-04,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-07,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-12,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-16,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-19,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-24,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-27,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-08-31,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-02,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-08,7,143,0.048951048951049
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-09,7,144,0.0486111111111111
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-13,7,146,0.0479452054794521
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-16,7,146,0.0479452054794521
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-23,7,146,0.0479452054794521
2021-05-29,Austria,AT,3331,2021-05-29,2021-09-25,7,146,0.0479452054794521
2021-05-29,Austria,AT,3331,2021-05-29,2021-10-01,7,147,0.0476190476190476
2021-05-29,Austria,AT,3331,2021-05-29,2021-10-06,7,147,0.0476190476190476
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-06,33,91,0.362637362637363
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-12,33,91,0.362637362637363
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-15,33,94,0.351063829787234
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-19,33,94,0.351063829787234
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-20,35,96,0.364583333333333
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-23,35,96,0.364583333333333
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-26,35,96,0.364583333333333
2021-06-05,Austria,AT,2231,2021-06-05,2021-07-29,35,96,0.364583333333333
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-04,35,103,0.339805825242718
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-07,35,103,0.339805825242718
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-12,35,103,0.339805825242718
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-16,35,103,0.339805825242718
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-19,35,103,0.339805825242718
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-24,35,112,0.3125
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-27,35,112,0.3125
2021-06-05,Austria,AT,2231,2021-06-05,2021-08-31,35,112,0.3125
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-02,35,112,0.3125
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-08,35,112,0.3125
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-09,35,114,0.307017543859649
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-13,35,115,0.304347826086957
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-16,35,115,0.304347826086957
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-23,35,115,0.304347826086957
2021-06-05,Austria,AT,2231,2021-06-05,2021-09-25,35,115,0.304347826086957
2021-06-05,Austria,AT,2231,2021-06-05,2021-10-01,35,115,0.304347826086957
2021-06-05,Austria,AT,2231,2021-06-05,2021-10-06,35,115,0.304347826086957
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-06,133,272,0.488970588235294
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-12,133,272,0.488970588235294
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-15,133,274,0.485401459854015
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-19,133,274,0.485401459854015
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-20,134,279,0.480286738351254
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-23,134,279,0.480286738351254
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-26,134,280,0.478571428571429
2021-06-12,Austria,AT,1949,2021-06-12,2021-07-29,134,280,0.478571428571429
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-04,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-07,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-12,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-16,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-19,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-24,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-27,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-08-31,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-02,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-08,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-09,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-13,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-16,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-23,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-09-25,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-10-01,135,281,0.480427046263345
2021-06-12,Austria,AT,1949,2021-06-12,2021-10-06,135,281,0.480427046263345
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-06,95,153,0.620915032679739
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-12,95,153,0.620915032679739
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-15,213,426,0.5
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-19,213,426,0.5
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-20,268,507,0.528599605522683
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-23,268,507,0.528599605522683
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-26,269,513,0.524366471734893
2021-06-19,Austria,AT,1058,2021-06-19,2021-07-29,269,513,0.524366471734893
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-04,274,519,0.527938342967245
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-07,274,519,0.527938342967245
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-12,274,519,0.527938342967245
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-16,274,519,0.527938342967245
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-19,274,519,0.527938342967245
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-24,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-27,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-08-31,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-02,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-08,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-09,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-13,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-16,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-23,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-09-25,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-10-01,280,536,0.522388059701493
2021-06-19,Austria,AT,1058,2021-06-19,2021-10-06,280,536,0.522388059701493
2021-06-26,Austria,AT,747,2021-06-26,2021-07-15,1,2,0.5
2021-06-26,Austria,AT,747,2021-06-26,2021-07-19,1,2,0.5
2021-06-26,Austria,AT,747,2021-06-26,2021-07-20,98,127,0.771653543307087
2021-06-26,Austria,AT,747,2021-06-26,2021-07-23,98,127,0.771653543307087
2021-06-26,Austria,AT,747,2021-06-26,2021-07-26,153,199,0.768844221105528
2021-06-26,Austria,AT,747,2021-06-26,2021-07-29,153,200,0.765
2021-06-26,Austria,AT,747,2021-06-26,2021-08-04,156,204,0.764705882352941
2021-06-26,Austria,AT,747,2021-06-26,2021-08-07,156,204,0.764705882352941
2021-06-26,Austria,AT,747,2021-06-26,2021-08-12,156,204,0.764705882352941
2021-06-26,Austria,AT,747,2021-06-26,2021-08-16,157,205,0.765853658536585
2021-06-26,Austria,AT,747,2021-06-26,2021-08-19,157,205,0.765853658536585
2021-06-26,Austria,AT,747,2021-06-26,2021-08-24,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-08-27,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-08-31,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-09-02,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-09-08,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-09-09,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-09-13,161,211,0.76303317535545
2021-06-26,Austria,AT,747,2021-06-26,2021-09-16,162,213,0.76056338028169
2021-06-26,Austria,AT,747,2021-06-26,2021-09-23,162,213,0.76056338028169
2021-06-26,Austria,AT,747,2021-06-26,2021-09-25,162,213,0.76056338028169
2021-06-26,Austria,AT,747,2021-06-26,2021-10-01,162,213,0.76056338028169
2021-06-26,Austria,AT,747,2021-06-26,2021-10-06,162,213,0.76056338028169
2021-07-03,Austria,AT,470,2021-07-03,2021-07-20,0,1,0
2021-07-03,Austria,AT,470,2021-07-03,2021-07-23,0,1,0
2021-07-03,Austria,AT,470,2021-07-03,2021-07-26,101,124,0.814516129032258
2021-07-03,Austria,AT,470,2021-07-03,2021-07-29,101,124,0.814516129032258
2021-07-03,Austria,AT,470,2021-07-03,2021-08-04,171,214,0.799065420560748
2021-07-03,Austria,AT,470,2021-07-03,2021-08-07,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-12,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-16,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-19,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-24,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-27,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-08-31,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-02,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-08,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-09,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-13,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-16,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-23,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-09-25,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-10-01,178,223,0.798206278026906
2021-07-03,Austria,AT,470,2021-07-03,2021-10-06,178,223,0.798206278026906
2021-07-10,Austria,AT,791,2021-07-10,2021-07-15,3,3,1
2021-07-10,Austria,AT,791,2021-07-10,2021-07-19,3,3,1
2021-07-10,Austria,AT,791,2021-07-10,2021-07-20,3,3,1
2021-07-10,Austria,AT,791,2021-07-10,2021-07-23,3,3,1
2021-07-10,Austria,AT,791,2021-07-10,2021-07-26,10,15,0.666666666666667
2021-07-10,Austria,AT,791,2021-07-10,2021-07-29,10,15,0.666666666666667
2021-07-10,Austria,AT,791,2021-07-10,2021-08-04,147,156,0.942307692307692
2021-07-10,Austria,AT,791,2021-07-10,2021-08-07,244,257,0.949416342412451
2021-07-10,Austria,AT,791,2021-07-10,2021-08-12,244,257,0.949416342412451
2021-07-10,Austria,AT,791,2021-07-10,2021-08-16,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-08-19,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-08-24,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-08-27,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-08-31,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-02,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-08,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-09,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-13,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-16,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-23,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-09-25,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-10-01,267,281,0.950177935943061
2021-07-10,Austria,AT,791,2021-07-10,2021-10-06,267,281,0.950177935943061
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-04,90,92,0.978260869565217
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-07,212,215,0.986046511627907
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-12,212,215,0.986046511627907
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-16,414,418,0.990430622009569
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-19,414,418,0.990430622009569
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-24,414,418,0.990430622009569
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-27,414,418,0.990430622009569
2021-07-17,Austria,AT,1959,2021-07-17,2021-08-31,414,418,0.990430622009569
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-02,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-08,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-09,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-13,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-16,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-23,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-09-25,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-10-01,439,444,0.988738738738739
2021-07-17,Austria,AT,1959,2021-07-17,2021-10-06,439,444,0.988738738738739
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-07,102,103,0.990291262135922
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-12,102,103,0.990291262135922
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-16,187,190,0.984210526315789
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-19,187,190,0.984210526315789
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-24,288,291,0.989690721649485
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-27,288,291,0.989690721649485
2021-07-24,Austria,AT,2526,2021-07-24,2021-08-31,288,291,0.989690721649485
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-02,323,326,0.99079754601227
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-08,323,326,0.99079754601227
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-09,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-13,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-16,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-23,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-09-25,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-10-01,324,327,0.990825688073395
2021-07-24,Austria,AT,2526,2021-07-24,2021-10-06,324,327,0.990825688073395
2021-07-31,Austria,AT,3118,2021-07-31,2021-08-16,90,92,0.978260869565217
2021-07-31,Austria,AT,3118,2021-07-31,2021-08-19,90,92,0.978260869565217
2021-07-31,Austria,AT,3118,2021-07-31,2021-08-24,204,207,0.985507246376812
2021-07-31,Austria,AT,3118,2021-07-31,2021-08-27,204,207,0.985507246376812
2021-07-31,Austria,AT,3118,2021-07-31,2021-08-31,204,207,0.985507246376812
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-02,330,336,0.982142857142857
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-08,330,336,0.982142857142857
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-09,344,350,0.982857142857143
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-13,351,357,0.983193277310924
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-16,351,357,0.983193277310924
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-23,351,357,0.983193277310924
2021-07-31,Austria,AT,3118,2021-07-31,2021-09-25,352,358,0.983240223463687
2021-07-31,Austria,AT,3118,2021-07-31,2021-10-01,352,358,0.983240223463687
2021-07-31,Austria,AT,3118,2021-07-31,2021-10-06,352,358,0.983240223463687
2021-08-07,Austria,AT,3473,2021-08-07,2021-08-24,4,4,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-08-27,4,4,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-08-31,4,4,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-09-02,75,75,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-09-08,75,75,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-09-09,117,117,1
2021-08-07,Austria,AT,3473,2021-08-07,2021-09-13,228,229,0.995633187772926
2021-08-07,Austria,AT,3473,2021-08-07,2021-09-16,228,229,0.995633187772926
